GRUPO ECONÔMICO;VARIÁVEL;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12
SKY;Índice de Reclamações;3.718908828;3.20210895050342;3.21570678408119;2.41082191169249;2.26059256241673;3.172;3.63689405358098;3.429113137851;2.762;2.944;2.96560476810127;2.62776076092213
TIM;Índice de Reclamações;6.173834919;11.4332115925675;5.89987584923826;4.7020681397246;5.60163054045175;9.136;10.8604257849591;7.3488907807101;6.027;5.613;5.32805696493034;4.46259924138884
VIACABO (**);Índice de Reclamações;0.663840678;0.511816460992274;0.590906788674849;0.374095581421053;0.600590145099097;0.57;0.440369558133185;;;;;
VIVO;Índice de Reclamações;2.512169199;2.46233479044714;2.49789376971458;1.8762484735263;1.68330443784306;1.733;1.77740969441059;1.81682995909622;1.656;1.651;1.82493328455804;1.75810050793285
ALGAR;Quantidade de acessos em serviço;455710.0;461712.0;467474.0;470412.0;472157.0;474852.0;483315.0;488994.0;490307.0;495973.0;492244.0;495709.0
GVT (*);Quantidade de acessos em serviço;3219629.0;3249547.0;3280023.0;;;;;;;;;
NET;Quantidade de acessos em serviço;8147699.0;8158288.0;8198292.0;8224809.0;8253251.0;8287265.0;8328208.0;8476468.0;8505558.0;8530848.0;8547348.0;8512956.0
OI;Quantidade de acessos em serviço;6375144.0;6372380.0;6362893.0;6365491.0;6371400.0;6388653.0;6400943.0;6396934.0;6400625.0;6413506.0;6415932.0;6412839.0
SERCOMTEL;Quantidade de acessos em serviço;159553.0;160481.0;159094.0;160534.0;162035.0;161908.0;164924.0;166196.0;166961.0;167555.0;167642.0;167857.0
SKY;Quantidade de acessos em serviço;274274.0;279191.0;282986.0;291187.0;299479.0;305474.0;308505.0;305910.0;306705.0;308074.0;311235.0;309837.0
TIM;Quantidade de acessos em serviço;260454.0;262306.0;276277.0;285619.0;298306.0;303962.0;312787.0;319504.0;317070.0;315862.0;322444.0;325595.0
VIACABO (**);Quantidade de acessos em serviço;125030.0;123091.0;118462.0;117617.0;114887.0;112347.0;113541.0;;;;;
VIVO;Quantidade de acessos em serviço;4085314.0;4087990.0;4090246.0;7419060.0;7416959.0;7430739.0;7452418.0;7468503.0;7472238.0;7505963.0;7487397.0;7477957.0
ALGAR;Quantidade de reabertas;16.0;19.0;17.0;19.0;6.0;12.0;20.0;27.0;21.0;15.0;19.0;33.0
GVT (*);Quantidade de reabertas;218.0;232.0;263.0;;;;;;;;;
NET;Quantidade de reabertas;558.0;525.0;584.0;387.0;375.0;457.0;469.0;472.0;450.0;478.0;575.0;506.0
OI;Quantidade de reabertas;2773.0;3067.0;3743.0;2788.0;2906.0;2168.0;1832.0;2077.0;1956.0;2070.0;2121.0;2116.0
SERCOMTEL;Quantidade de reabertas;4.0;3.0;6.0;1.0;10.0;13.0;4.0;8.0;3.0;3.0;3.0;2.0
SKY;Quantidade de reabertas;63.0;55.0;54.0;28.0;23.0;57.0;63.0;74.0;61.0;59.0;62.0;45.0
TIM;Quantidade de reabertas;319.0;590.0;290.0;149.0;221.0;394.0;460.0;315.0;207.0;185.0;223.0;126.0
VIACABO (**);Quantidade de reabertas;18.0;18.0;12.0;8.0;3.0;8.0;10.0;;;;;
VIVO;Quantidade de reabertas;1091.0;969.0;1010.0;985.0;1082.0;951.0;926.0;932.0;962.0;870.0;1050.0;1007.0
ALGAR;Quantidade de reclamações;283.0;313.0;329.0;251.0;225.0;291.0;277.0;316.0;243.0;270.0;329.0;385.0
GVT (*);Quantidade de reclamações;4317.0;4692.0;5258.0;;;;;;;;;
NET;Quantidade de reclamações;6793.0;6304.0;7025.0;5821.0;5885.0;6034.0;6103.0;6282.0;5771.0;6045.0;6373.0;6288.0
OI;Quantidade de reclamações;27298.0;28711.0;34476.0;27279.0;24960.0;22597.0;20163.0;22394.0;19174.0;19628.0;20226.0;21358.0
SERCOMTEL;Quantidade de reclamações;46.0;55.0;53.0;36.0;46.0;60.0;33.0;39.0;52.0;26.0;26.0;28.0
SKY;Quantidade de reclamações;1020.0;894.0;910.0;702.0;677.0;969.0;1122.0;1049.0;847.0;907.0;923.0;815.0
TIM;Quantidade de reclamações;1608.0;2999.0;1630.0;1343.0;1671.0;2777.0;3397.0;2348.0;1911.0;1773.0;1718.0;1453.0
VIACABO (**);Quantidade de reclamações;83.0;63.0;70.0;44.0;69.0;64.0;50.0;;;;;
VIVO;Quantidade de reclamações;10263.0;10066.0;10217.0;13920.0;12485.0;12879.0;13246.0;13569.0;12373.0;12389.0;13664.0;13147.0
ALGAR;Quantidade de Reclamações no Período;811.0;825.0;883.0;925.0;893.0;805.0;767.0;793.0;884.0;836.0;829.0;843.0
GVT (*);Quantidade de Reclamações no Período;13129.0;13011.0;13468.0;;;;;;;;;
NET;Quantidade de Reclamações no Período;19065.0;19020.0;19150.0;20132.0;19160.0;18739.0;17740.0;18209.0;18539.0;18217.0;18105.0;18197.0
OI;Quantidade de Reclamações no Período;76834.0;76974.0;80297.0;90490.0;90471.0;86712.0;74835.0;67721.0;65157.0;61733.0;61199.0;59030.0
SERCOMTEL;Quantidade de Reclamações no Período;131.0;130.0;143.0;154.0;144.0;135.0;142.0;139.0;132.0;124.0;117.0;104.0
SKY;Quantidade de Reclamações no Período;2546.0;2681.0;2820.0;2824.0;2506.0;2290.0;2349.0;2769.0;3140.0;3018.0;2803.0;2677.0
TIM;Quantidade de Reclamações no Período;4085.0;4323.0;6020.0;6235.0;5974.0;4644.0;5792.0;7845.0;8522.0;7655.0;6031.0;5401.0
VIACABO (**);Quantidade de Reclamações no Período;204.0;198.0;207.0;216.0;177.0;183.0;177.0;;;;;
VIVO;Quantidade de Reclamações no Período;30430.0;29943.0;29992.0;44818.0;44160.0;41887.0;39284.0;38611.0;39579.0;39188.0;38330.0;38428.0
ALGAR;Quantidade de Respondidas;283.0;313.0;329.0;251.0;225.0;291.0;277.0;316.0;243.0;270.0;328.0;384.0
GVT (*);Quantidade de Respondidas;4271.0;4652.0;5223.0;;;;;;;;;
NET;Quantidade de Respondidas;6782.0;6291.0;7016.0;5815.0;5881.0;6030.0;6095.0;6279.0;5765.0;6041.0;6364.0;6285.0
OI;Quantidade de Respondidas;26175.0;27961.0;34057.0;27151.0;24795.0;22357.0;20062.0;22286.0;19149.0;19447.0;20173.0;21147.0
SERCOMTEL;Quantidade de Respondidas;38.0;53.0;51.0;35.0;34.0;38.0;32.0;38.0;51.0;26.0;22.0;27.0
SKY;Quantidade de Respondidas;1005.0;894.0;910.0;666.0;676.0;969.0;1095.0;1049.0;847.0;907.0;923.0;815.0
TIM;Quantidade de Respondidas;1456.0;2896.0;1608.0;1343.0;1666.0;2777.0;3396.0;2348.0;1911.0;1772.0;1718.0;1453.0
VIACABO (**);Quantidade de Respondidas;75.0;58.0;68.0;43.0;68.0;62.0;47.0;;;;;
VIVO;Quantidade de Respondidas;10255.0;10055.0;10210.0;13892.0;12472.0;12618.0;13050.0;13483.0;11243.0;12259.0;13636.0;13126.0
ALGAR;Quantidade de Sol. Respondidas em até 5 dias;260.0;281.0;295.0;229.0;207.0;263.0;242.0;278.0;219.0;242.0;299.0;333.0
GVT (*);Quantidade de Sol. Respondidas em até 5 dias;3770.0;4081.0;4565.0;;;;;;;;;
NET;Quantidade de Sol. Respondidas em até 5 dias;5696.0;5116.0;5727.0;5007.0;5123.0;5184.0;5249.0;5463.0;4987.0;5242.0;5419.0;5349.0
OI;Quantidade de Sol. Respondidas em até 5 dias;20254.0;21424.0;26171.0;21822.0;20653.0;18589.0;16562.0;18332.0;16500.0;16907.0;17213.0;17964.0
SERCOMTEL;Quantidade de Sol. Respondidas em até 5 dias;28.0;35.0;46.0;35.0;32.0;27.0;27.0;27.0;48.0;19.0;19.0;22.0
SKY;Quantidade de Sol. Respondidas em até 5 dias;883.0;769.0;777.0;606.0;598.0;835.0;984.0;899.0;735.0;790.0;792.0;697.0
TIM;Quantidade de Sol. Respondidas em até 5 dias;1218.0;2359.0;1313.0;1091.0;1412.0;2335.0;2941.0;2021.0;1696.0;1563.0;1476.0;1284.0
VIACABO (**);Quantidade de Sol. Respondidas em até 5 dias;65.0;45.0;61.0;37.0;66.0;56.0;39.0;;;;;
VIVO;Quantidade de Sol. Respondidas em até 5 dias;8336.0;8430.0;8420.0;11231.0;10496.0;10365.0;10632.0;10008.0;8695.0;9679.0;11616.0;11270.0
ALGAR;Quantidade de Sol. Respondidas no Período;811.0;825.0;883.0;925.0;893.0;805.0;767.0;793.0;884.0;836.0;829.0;843.0
GVT (*);Quantidade de Sol. Respondidas no Período;13071.0;12959.0;13394.0;;;;;;;;;
NET;Quantidade de Sol. Respondidas no Período;18938.0;18925.0;19095.0;20129.0;19155.0;18735.0;17736.0;18202.0;18536.0;18215.0;18102.0;18193.0
OI;Quantidade de Sol. Respondidas no Período;76641.0;76696.0;80006.0;90310.0;90327.0;86558.0;74741.0;67603.0;65049.0;61617.0;61106.0;58908.0
SERCOMTEL;Quantidade de Sol. Respondidas no Período;131.0;130.0;143.0;154.0;144.0;135.0;142.0;139.0;132.0;124.0;117.0;104.0
SKY;Quantidade de Sol. Respondidas no Período;2545.0;2674.0;2820.0;2824.0;2506.0;2290.0;2349.0;2769.0;3140.0;3018.0;2803.0;2630.0
TIM;Quantidade de Sol. Respondidas no Período;4058.0;4307.0;6010.0;6234.0;5972.0;4642.0;5790.0;7845.0;8522.0;7655.0;6031.0;5401.0
VIACABO (**);Quantidade de Sol. Respondidas no Período;204.0;198.0;204.0;215.0;176.0;183.0;177.0;;;;;
VIVO;Quantidade de Sol. Respondidas no Período;30306.0;29903.0;29831.0;44694.0;43998.0;41536.0;39153.0;38395.0;39299.0;39050.0;38149.0;38247.0
ALGAR;Taxa de Reabertas;5.653710247;6.0702875399361;5.16717325227964;7.56972111553785;2.66666666666667;4.124;7.22021660649819;8.54430379746835;8.642;5.556;5.79268292682927;8.59375
GVT (*);Taxa de Reabertas;5.104191056;4.98710232158212;5.03542025655753;;;;;;;;;
NET;Taxa de Reabertas;8.227661457;8.34525512637101;8.32383124287343;6.65520206362855;6.37646658731508;7.579;7.69483182936833;7.51712056059882;7.806;7.913;9.03519798868636;8.05091487669053
OI;Taxa de Reabertas;10.59407832;10.9688494689031;10.9903984496579;10.2684983978491;11.7201048598508;9.697;9.13169175555777;9.31975231086781;10.215;10.644;10.5140534377633;10.0061474440819
SERCOMTEL;Taxa de Reabertas;10.52631579;5.66037735849057;11.7647058823529;2.85714285714286;29.4117647058824;34.211;12.5;21.0526315789474;5.882;11.538;13.6363636363636;7.40740740740741
SKY;Taxa de Reabertas;6.268656716;6.15212527964206;5.93406593406593;4.2042042042042;3.40236686390533;5.882;5.75342465753425;7.05433746425167;7.202;6.505;6.71722643553629;5.52147239263804
TIM;Taxa de Reabertas;21.90934066;20.3729281767956;18.0348258706468;11.0945644080417;13.265306122449;14.188;13.545347467609;13.4156729131175;10.832;10.44;12.9802095459837;8.67171369580179
VIACABO (**);Taxa de Reabertas;24.0;31.0344827586207;17.6470588235294;18.6046511627907;4.41176470588235;12.903;21.2765957446809;;;;;
VIVO;Taxa de Reabertas;10.63871282;9.6369965191447;9.8922624877571;7.0904117477685;8.67543296985247;7.537;7.09578544061303;6.91240821775569;8.556;7.097;7.70020533880904;7.67179643455737
ALGAR;Taxa de Respondidas em 5 dias Úteis;91.87279152;89.776357827476;89.6656534954407;91.2350597609562;92.0;90.378;87.3646209386282;87.9746835443038;90.123;89.63;90.8814589665654;86.4935064935065
GVT (*);Taxa de Respondidas em 5 dias Úteis;87.32916377;86.9778346121057;86.8200836820084;;;;;;;;;
NET;Taxa de Respondidas em 5 dias Úteis;83.85102311;81.1548223350254;81.5231316725979;86.0161484281051;87.0518266779949;85.913;86.0068818613797;86.9627507163324;86.415;86.716;85.0305978346148;85.0667938931298
OI;Taxa de Respondidas em 5 dias Úteis;74.19591179;74.6194838215318;75.9107785125885;79.9956010117673;82.744391025641;82.263;82.14055448098;81.8612128248638;86.054;86.137;85.1033323445071;84.108998969941
SERCOMTEL;Taxa de Respondidas em 5 dias Úteis;60.86956522;63.6363636363636;86.7924528301887;97.2222222222222;69.5652173913043;45.0;81.8181818181818;69.2307692307692;92.308;73.077;73.0769230769231;78.5714285714286
SKY;Taxa de Respondidas em 5 dias Úteis;86.56862745;86.0178970917226;85.3846153846154;86.3247863247863;88.3308714918759;86.171;87.7005347593583;85.7006673021926;86.777;87.1;85.807150595883;85.521472392638
TIM;Taxa de Respondidas em 5 dias Úteis;75.74626866;78.6595531843948;80.5521472392638;81.2360387192852;84.5002992220227;84.084;86.5763909331763;86.0732538330494;88.749;88.156;85.9138533178114;88.3688919476944
VIACABO (**);Taxa de Respondidas em 5 dias Úteis;78.31325301;71.4285714285714;87.1428571428571;84.0909090909091;95.6521739130435;87.5;78.0;;;;;
VIVO;Taxa de Respondidas em 5 dias Úteis;81.2238137;83.7472680309954;82.4116668297935;80.6824712643678;84.068882659191;80.48;80.2657406009361;73.7563564006191;70.274;78.126;85.0117096018735;85.7229786263026
ALGAR;Taxa de Respondidas no Período;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
GVT (*);Taxa de Respondidas no Período;99.558;99.6;99.451;;;;;;;;;
NET;Taxa de Respondidas no Período;99.334;99.501;99.713;99.985;99.974;99.979;99.977;99.962;99.984;99.989;99.983;99.978
OI;Taxa de Respondidas no Período;99.749;99.639;99.638;99.801;99.841;99.822;99.874;99.826;99.834;99.812;99.848;99.793
SERCOMTEL;Taxa de Respondidas no Período;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
SKY;Taxa de Respondidas no Período;99.961;99.739;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
TIM;Taxa de Respondidas no Período;99.339;99.63;99.834;99.984;99.967;99.957;99.965;100.0;100.0;100.0;100.0;100.0
VIACABO (**);Taxa de Respondidas no Período;100.0;100.0;98.551;99.537;99.435;100.0;100.0;;;;;
VIVO;Taxa de Respondidas no Período;99.593;99.866;99.463;99.723;99.633;99.162;99.667;99.441;99.293;99.648;99.528;99.529
(*) GVT foi incorporada pela VIVO em Abril/2016;;;;;;;;;;;;;
(**) VIACABO foi incorporada pela NET em Agosto/2016;;;;;;;;;;;;;
